UTC Time at End of Hour,Demand (MW),Net Generation (MW)
2015-12-24,1048175.0,1077548.0
2015-12-25,1004481.0,1008298.0
2015-12-26,1017062.0,1032053.0
2015-12-27,1053258.0,1075101.0
2015-12-28,1083383.0,1115560.0
2015-12-29,1001541.0,1036234.0
2015-12-30,1109636.0,1152245.0
2015-12-31,1128297.0,1163504.0
2016-01-01,1108351.0,1135258.0
2016-01-02,1114757.0,1036681.0
2016-01-03,1116426.0,968417.0
2016-01-04,1114406.0,1084546.0
2016-01-05,1052399.0,1085705.0
2016-01-06,1088757.0,1033925.0
2016-01-07,1070221.0,969856.0
2016-01-08,1068177.0,1062175.0
2016-01-09,1041341.0,1050615.0
2016-01-10,1016954.0,944866.0
2016-01-11,1210514.72,3601481.0
2016-01-12,989399.0,1038883.0
2016-01-13,1051597.0,1119730.0
2016-01-14,1051435.0,1126306.0
2016-01-15,1061833.0,1037065.0
2016-01-16,1012724.0,1013855.0
2016-01-17,985438.0,1021654.0
2016-01-18,1005309.0,1036647.0
2016-01-19,1021735.0,1049974.0
2016-01-20,1026618.0,1070744.0
2016-01-21,1005716.0,1047265.0
2016-01-22,981860.0,1056160.0
2016-01-23,958103.0,1039825.0
2016-01-24,941220.0,1019991.0
2016-01-25,987836.0,960676.0
2016-01-26,1001777.0,1054600.0
2016-01-27,995661.0,1118261.0
2016-01-28,980564.0,1026038.0
2016-01-29,981067.0,1027694.0
2016-01-30,969456.0,1059255.0
2016-01-31,980351.0,952033.0
2016-02-01,1031854.0,1043227.0
2016-02-02,969392.0,1029679.0
2016-02-03,1064093.0,1137514.0
2016-02-04,1061124.0,1126765.0
2016-02-05,1021317.0,1069352.0
2016-02-06,977450.0,1048724.0
2016-02-07,953327.0,865484.0
2016-02-08,960780.0,844706.0
2016-02-09,975044.0,983479.0
2016-02-10,971667.0,965699.0
2016-02-11,958570.0,918344.0
2016-02-12,953060.0,994326.0
2016-02-13,933184.0,941567.0
2016-02-14,916149.0,956359.0
2016-02-15,924092.0,1024250.0
2016-02-16,931721.0,910358.0
2016-02-17,918857.0,932559.0
2016-02-18,937779.0,939852.0
2016-02-19,1092664.0,1162183.0
2016-02-20,1067173.0,1191818.0
2016-02-21,926329.0,934036.0
2016-02-22,956008.0,997519.0
2016-02-23,989035.0,1011696.0
2016-02-24,965046.0,926522.0
2016-02-25,944220.0,861384.0
2016-02-26,936298.0,966968.0
2016-02-27,895171.0,1011795.0
2016-02-28,878585.0,983579.0
2016-02-29,932352.0,1057518.0
2016-03-01,1010854.0,1131566.0
2016-03-02,1210514.72,7198099.0
2016-03-03,922310.0,1015271.0
2016-03-04,926110.0,1039342.0
2016-03-05,884975.0,1009272.0
2016-03-06,853329.0,955941.0
2016-03-07,928332.0,1037972.0
2016-03-08,955956.0,1004497.0
2016-03-09,955991.0,937419.0
2016-03-10,933864.0,990143.0
2016-03-11,939974.0,989541.0
2016-03-12,896391.0,897452.0
2016-03-13,902103.0,939151.0
2016-03-14,943975.0,1013473.0
2016-03-15,985698.0,1094168.0
2016-03-16,964209.0,1074390.0
2016-03-17,956222.0,1067234.0
2016-03-18,950643.0,1042659.0
2016-03-19,893626.0,969434.0
2016-03-20,855336.0,831423.0
2016-03-21,888064.0,934405.0
2016-03-22,955355.0,1047010.0
2016-03-23,924831.0,1032591.0
2016-03-24,922889.0,1036372.0
2016-03-25,919893.0,1021685.0
2016-03-26,889042.0,953677.0
2016-03-27,857341.0,881702.0
2016-03-28,908583.0,975116.0
2016-03-29,923340.0,996328.0
2016-03-30,896009.0,908180.0
2016-03-31,875684.0,821263.0
2016-04-01,867364.0,903245.0
2016-04-02,789799.0,887733.0
2016-04-03,807508.0,881099.0
2016-04-04,850291.0,889630.0
2016-04-05,879958.0,885444.0
2016-04-06,889549.0,975055.0
2016-04-07,866561.0,985065.0
2016-04-08,854020.0,857117.0
2016-04-09,814905.0,907194.0
2016-04-10,798381.0,934411.0
2016-04-11,854285.0,930426.0
2016-04-12,869439.0,894088.0
2016-04-13,880823.0,884727.0
2016-04-14,884748.0,980568.0
2016-04-15,888502.0,1038271.0
2016-04-16,849171.0,994969.0
2016-04-17,817881.0,973517.0
2016-04-18,861407.0,1003170.0
2016-04-19,875973.0,915888.0
2016-04-20,877764.0,982304.0
2016-04-21,873401.0,1051929.0
2016-04-22,934847.0,1078430.0
2016-04-23,826673.0,1006293.0
2016-04-24,804785.0,989638.0
2016-04-25,864791.0,1030058.0
2016-04-26,877384.0,953970.0
2016-04-27,872787.0,904247.0
2016-04-28,876468.0,969599.0
2016-04-29,877285.0,948030.0
2016-04-30,835518.0,946062.0
2016-05-01,810417.0,862582.0
2016-05-02,843557.0,861647.0
2016-05-03,871697.0,942355.0
2016-05-04,870246.0,879893.0
2016-05-05,877053.0,942481.0
2016-05-06,872879.0,887023.0
2016-05-07,822507.0,876412.0
2016-05-08,797568.0,842519.0
2016-05-09,836501.0,945137.0
2016-05-10,868780.0,930235.0
2016-05-11,876720.0,962146.0
2016-05-12,892271.0,1005395.0
2016-05-13,902371.0,1010086.0
2016-05-14,864444.0,893808.0
2016-05-15,827611.0,810605.0
2016-05-16,856064.0,929235.0
2016-05-17,863046.0,974955.0
2016-05-18,818595.0,873395.0
2016-05-19,882670.0,978437.0
2016-05-20,880843.0,911189.0
2016-05-21,824737.0,876208.0
2016-05-22,800889.0,896205.0
2016-05-23,837467.0,864215.0
2016-05-24,859588.0,924811.0
2016-05-25,935892.0,1060891.0
2016-05-26,877918.0,1012333.0
2016-05-27,876205.0,1011238.0
2016-05-28,842442.0,969309.0
2016-05-29,819515.0,927413.0
2016-05-30,830085.0,903892.0
2016-05-31,896281.0,967676.0
2016-06-01,932977.0,912841.0
2016-06-02,896831.0,945030.0
2016-06-03,910721.0,985296.0
2016-06-04,963887.0,1030056.0
2016-06-05,977127.0,1011868.0
2016-06-06,1048651.0,1080053.0
2016-06-07,1044683.0,984719.0
2016-06-08,1033813.0,1031623.0
2016-06-09,1047991.0,1108539.0
2016-06-10,995871.0,1088784.0
2016-06-11,949390.0,940867.0
2016-06-12,910853.0,858010.0
2016-06-13,938291.0,886927.0
2016-06-14,940517.0,981455.0
2016-06-15,971113.0,1047108.0
2016-06-16,961456.0,1049806.0
2016-06-17,963086.0,1031249.0
2016-06-18,941927.0,1009771.0
2016-06-19,935135.0,1012589.0
2016-06-20,997002.0,1064046.0
2016-06-21,1045522.0,1128400.0
2016-06-22,1041894.0,1090979.0
2016-06-23,1037769.0,1108945.0
2016-06-24,1019853.0,1121150.0
2016-06-25,951850.0,1036296.0
2016-06-26,943157.0,991682.0
2016-06-27,1051197.0,1021995.0
2016-06-28,1097380.0,1035984.0
2016-06-29,1068158.0,1029633.0
2016-06-30,1063565.0,1113457.0
2016-07-01,1018486.0,1120317.0
2016-07-02,979506.0,946125.0
2016-07-03,967334.0,999567.0
2016-07-04,1006762.0,1091308.0
2016-07-05,1005877.0,1079019.0
2016-07-06,1034654.0,1114357.0
2016-07-07,987214.0,1062230.0
2016-07-08,1037701.0,1110925.0
2016-07-09,992360.0,1068984.0
2016-07-10,962574.0,1049828.0
2016-07-11,971149.0,1071285.0
2016-07-12,994505.0,1077064.0
2016-07-13,1016137.0,1099031.0
2016-07-14,1035054.0,1115503.0
2016-07-15,1049156.0,1141551.0
2016-07-16,1001487.0,1100420.0
2016-07-17,978955.0,1051911.0
2016-07-18,1032757.0,988649.0
2016-07-19,1049769.0,1060176.0
2016-07-20,1082446.0,1144319.0
2016-07-21,1098935.0,1130389.0
2016-07-22,1096062.0,1144758.0
2016-07-23,1021248.0,1083146.0
2016-07-24,993642.0,1032225.0
2016-07-25,1067364.0,1085098.0
2016-07-26,1115403.0,1155355.0
2016-07-27,1106607.0,1144874.0
2016-07-28,1134114.0,1145541.0
2016-07-29,1136123.0,1142279.0
2016-07-30,1081644.0,1140825.0
2016-07-31,1021761.0,1106006.0
2016-08-01,1049648.0,1101830.0
2016-08-02,1083718.0,1142412.0
2016-08-03,1072664.0,1133200.0
2016-08-04,1045916.0,1077686.0
2016-08-05,1026363.0,1057414.0
2016-08-06,980865.0,1050459.0
2016-08-07,955713.0,1031024.0
2016-08-08,1007439.0,1080676.0
2016-08-09,1024957.0,967545.0
2016-08-10,1011954.0,1008079.0
2016-08-11,979529.0,1027330.0
2016-08-12,1041998.0,1066635.0
2016-08-13,1025808.0,1043876.0
2016-08-14,1003281.0,1034611.0
2016-08-15,1057713.0,1088355.0
2016-08-16,1069500.0,1095825.0
2016-08-17,1075319.0,1113384.0
2016-08-18,1072616.0,983511.0
2016-08-19,1051409.0,1033536.0
2016-08-20,975874.0,998274.0
2016-08-21,1001492.0,1047792.0
2016-08-22,994983.0,948382.0
2016-08-23,984987.0,968860.0
2016-08-24,987238.0,995821.0
2016-08-25,1052168.0,1071387.0
2016-08-26,998904.0,1022550.0
2016-08-27,954256.0,1005403.0
2016-08-28,922354.0,979699.0
2016-08-29,989244.0,1018204.0
2016-08-30,1010795.0,1052219.0
2016-08-31,1007223.0,1065335.0
2016-09-01,1002371.0,1077595.0
2016-09-02,984833.0,1065225.0
2016-09-03,920867.0,991191.0
2016-09-04,872549.0,908002.0
2016-09-05,859696.0,906466.0
2016-09-06,917776.0,982825.0
2016-09-07,934946.0,1027961.0
2016-09-08,937391.0,911733.0
2016-09-09,932585.0,920102.0
2016-09-10,888426.0,817372.0
2016-09-11,876148.0,873606.0
2016-09-12,987920.0,1030699.0
2016-09-13,912400.0,959027.0
2016-09-14,883970.0,819109.0
2016-09-15,882675.0,883175.0
2016-09-16,902163.0,973380.0
2016-09-17,860988.0,953029.0
2016-09-18,851132.0,940121.0
