UTC Time at End of Hour,Demand (MW),Net Generation (MW)
01-12-2018,833940,834932
02-12-2018,798189,795300
03-12-2018,860492,858791
04-12-2018,952003,955753
05-12-2018,981185,984047
06-12-2018,945457,945478
07-12-2018,939757,941869
08-12-2018,991187,992473
09-12-2018,1019806,1021759
10-12-2018,1036375,1037079
11-12-2018,1031091,1029967
12-12-2018,936452,936745
13-12-2018,881490,880023
14-12-2018,1014745,1013096
15-12-2018,972699,971896
16-12-2018,928408,928381
17-12-2018,917425,914838
18-12-2018,943836,943497
19-12-2018,889359,886217
20-12-2018,906683,900316
21-12-2018,954778,947383
22-12-2018,886919,884562
23-12-2018,836237,833913
24-12-2018,895172,890379
25-12-2018,791744,789836
26-12-2018,804326,811873
27-12-2018,844751,845328
28-12-2018,922141,920170
29-12-2018,983934,981756
30-12-2018,1017542,1012406
31-12-2018,975686,973282
01-01-2019,950405,951051
02-01-2019,1093650,1091777
03-01-2019,1119840,1120374
04-01-2019,1065428,1067670
05-01-2019,931268,935034
06-01-2019,840902,838441
07-01-2019,825078,825699
08-01-2019,851245,855151
09-01-2019,877081,881896
10-01-2019,929961,932787
11-01-2019,929421,932584
12-01-2019,877873,883031
13-01-2019,944229,941524
14-01-2019,1036602,1034096
15-01-2019,1029139,1030445
16-01-2019,961769,962456
17-01-2019,875614,879000
18-01-2019,892786,894695
19-01-2019,907240,911367
20-01-2019,1047987,1044639
21-01-2019,1014640,1017926
22-01-2019,891939,897995
23-01-2019,1035158,1039578
24-01-2019,1082965,1093345
25-01-2019,1006154,1013078
26-01-2019,927770,935560
27-01-2019,877005,877408
28-01-2019,907776,910406
29-01-2019,1009411,1015921
30-01-2019,1054071,1063529
31-01-2019,1000031,1016471
01-02-2019,886847,896241
02-02-2019,824947,827692
03-02-2019,796136,793554
04-02-2019,834852,832303
05-02-2019,862450,871201
06-02-2019,874553,886342
07-02-2019,890751,904945
08-02-2019,1131853,1138808
09-02-2019,1170413,1169664
10-02-2019,1067674,1066283
11-02-2019,950402,953269
12-02-2019,903327,906883
13-02-2019,972439,975085
14-02-2019,900230,903252
15-02-2019,846769,852286
16-02-2019,903412,907638
17-02-2019,876147,877891
18-02-2019,960587,967048
19-02-2019,1054353,1058426
20-02-2019,1032339,1034933
21-02-2019,952979,958707
22-02-2019,951753,955956
23-02-2019,868323,873598
24-02-2019,845102,846094
25-02-2019,911554,915394
26-02-2019,879189,883514
27-02-2019,861352,866721
28-02-2019,1008339,1014464
01-03-2019,1030704,1039479
02-03-2019,931679,938723
03-03-2019,961566,959823
04-03-2019,1240566,1246353
05-03-2019,1272370,1266936
06-03-2019,1133675,1139709
07-03-2019,947425,952699
08-03-2019,862119,867187
09-03-2019,864129,866235
10-03-2019,835970,835864
11-03-2019,885968,880941
12-03-2019,879272,876081
13-03-2019,865564,864987
14-03-2019,859804,862120
15-03-2019,855867,856308
16-03-2019,859940,856845
17-03-2019,828176,821700
18-03-2019,859820,849028
19-03-2019,848718,843923
20-03-2019,838104,836436
21-03-2019,846653,841911
22-03-2019,838108,836852
23-03-2019,797223,800257
24-03-2019,797604,795205
25-03-2019,878590,873253
26-03-2019,858525,859598
27-03-2019,849748,847452
28-03-2019,848340,846507
29-03-2019,858115,859166
30-03-2019,827867,825135
31-03-2019,840425,841021
01-04-2019,909627,905846
02-04-2019,897488,897622
03-04-2019,841743,845375
04-04-2019,870299,875884
05-04-2019,904999,908012
06-04-2019,867433,863999
07-04-2019,823070,821035
08-04-2019,859849,862036
09-04-2019,932873,933190
10-04-2019,982734,976912
11-04-2019,938979,933010
12-04-2019,860729,863676
13-04-2019,859791,862278
14-04-2019,812013,810882
15-04-2019,846803,845140
16-04-2019,891170,895630
17-04-2019,931320,930641
18-04-2019,902639,905719
19-04-2019,815823,815463
20-04-2019,799767,798350
21-04-2019,827612,822175
22-04-2019,905470,898684
23-04-2019,915806,908816
24-04-2019,886790,889581
25-04-2019,900486,898023
26-04-2019,936966,939776
27-04-2019,914744,916655
28-04-2019,918292,926026
29-04-2019,984543,988302
30-04-2019,1026973,1028002
01-05-2019,1030182,1028541
02-05-2019,988989,991079
03-05-2019,926857,930480
04-05-2019,899120,901763
05-05-2019,921362,920786
06-05-2019,990198,989671
07-05-2019,1011418,1013614
08-05-2019,975492,978445
09-05-2019,1001542,998844
10-05-2019,884692,892366
11-05-2019,819945,821458
12-05-2019,810239,809089
13-05-2019,908925,907719
14-05-2019,973366,972115
15-05-2019,1008854,1010520
16-05-2019,1039909,1043113
17-05-2019,1069471,1068794
18-05-2019,1041226,1045054
19-05-2019,1024815,1022135
20-05-2019,1145698,1149600
21-05-2019,1116429,1127211
22-05-2019,1131134,1139673
23-05-2019,1208187,1223014
24-05-2019,1202891,1215659
25-05-2019,1131922,1137744
26-05-2019,1099429,1100753
27-05-2019,1106029,1107549
28-05-2019,1158919,1164296
29-05-2019,1171909,1180536
30-05-2019,1113462,1120648
31-05-2019,1114353,1117906
01-06-2019,1117400,1110800
02-06-2019,1100660,1091629
03-06-2019,1204787,1192700
04-06-2019,1191014,1187678
05-06-2019,1107381,1111429
06-06-2019,1137804,1138163
07-06-2019,1149226,1139495
08-06-2019,1173843,1162920
09-06-2019,1198211,1183003
10-06-2019,1147488,1138952
11-06-2019,1059503,1058217
12-06-2019,1057739,1057194
13-06-2019,1126337,1127877
14-06-2019,1165803,1161455
15-06-2019,1207144,1204844
16-06-2019,1145014,1140243
17-06-2019,1059463,1063583
18-06-2019,1189161,1189235
19-06-2019,1281365,1275089
20-06-2019,1310845,1300880
21-06-2019,1330782.46,1354106
22-06-2019,1284003,1279739
23-06-2019,1256013,1248892
24-06-2019,1171110,1169463
25-06-2019,1119331,1121144
26-06-2019,1158299,1154725
27-06-2019,1197271,1187071
28-06-2019,1212344,1206949
29-06-2019,1187939,1184962
30-06-2019,1074099,1070998
01-07-2019,1181488,1179909
02-07-2019,1232012,1232064
03-07-2019,1198932,1198065
04-07-2019,1180963,1177698
05-07-2019,1239340,1236168
06-07-2019,1241907,1238080
07-07-2019,1207841,1198893
08-07-2019,1297894,1287183
09-07-2019,1294190,1286542
10-07-2019,1358143,1354251
11-07-2019,1286791,1282807
12-07-2019,1306649,1301762
13-07-2019,1238492,1234574
14-07-2019,1204526,1198964
15-07-2019,1264699,1257424
16-07-2019,1356396,1352676
17-07-2019,1362044.6,1361344
18-07-2019,1358859,1358580
19-07-2019,1359037,1360047
20-07-2019,1326717,1325431
21-07-2019,1284359,1282484
22-07-2019,1306484,1300875
23-07-2019,1228427,1225382
24-07-2019,1154693,1152196
25-07-2019,1131895,1125203
26-07-2019,1163414,1154854
27-07-2019,1191477,1184373
28-07-2019,1237121,1230167
29-07-2019,1308022,1305370
30-07-2019,1332604,1325381
31-07-2019,1325047,1312536
01-08-2019,1337809,1325664
02-08-2019,1337042,1328003
03-08-2019,1264791,1261431
04-08-2019,1205786,1200580
05-08-2019,1311465,1305357
06-08-2019,1362044.6,1370635
07-08-2019,1362044.6,1394863
08-08-2019,1362044.6,1405184
09-08-2019,1362044.6,1410132
10-08-2019,1362044.6,1373669
11-08-2019,1362044.6,1360895
12-08-2019,1362044.6,1421619
13-08-2019,1362044.6,1444353
14-08-2019,1362044.6,1406106
15-08-2019,1358923,1346998
16-08-2019,1362044.6,1386054
17-08-2019,1362044.6,1377769
18-08-2019,1362044.6,1358999
19-08-2019,1362044.6,1418746
20-08-2019,1362044.6,1407207
21-08-2019,1362044.6,1376589
22-08-2019,1362044.6,1368712
23-08-2019,1346586,1341831
24-08-2019,1250217,1242564
25-08-2019,1247482,1236483
26-08-2019,1362044.6,1387694
27-08-2019,1362044.6,1365076
28-08-2019,1268709,1269545
29-08-2019,1311695,1304020
30-08-2019,1326919,1318971
31-08-2019,1176713,1165760
01-09-2019,1187234,1177799
02-09-2019,1232548,1218962
03-09-2019,1281110,1272397
04-09-2019,1309483,1303565
05-09-2019,1294510,1279872
06-09-2019,1307741,1296393
07-09-2019,1286357,1276601
08-09-2019,1261642,1250013
09-09-2019,1292538,1285799
10-09-2019,1281521,1281611
11-09-2019,1232767,1233626
12-09-2019,1227822,1227996
13-09-2019,1257475,1252362
14-09-2019,1211717,1198902
15-09-2019,1203225,1190653
16-09-2019,1258656,1246012
17-09-2019,1216586,1207297
18-09-2019,1211182,1210243
19-09-2019,1198390,1194940
20-09-2019,1193888,1195147
21-09-2019,1197268,1196063
22-09-2019,1179564,1174762
23-09-2019,1254847,1247480
24-09-2019,1264992,1258873
25-09-2019,1256349,1252357
26-09-2019,1260300,1251163
27-09-2019,1234984,1232421
28-09-2019,1227154,1225581
29-09-2019,1220912,1219346
30-09-2019,1255799,1256599
01-10-2019,1268640,1271473
02-10-2019,1246832,1244792
03-10-2019,1236386,1229345
04-10-2019,1194079,1191133
05-10-2019,1153773,1143018
06-10-2019,1153743,1142865
07-10-2019,1085607,1086090
08-10-2019,984897,979853
09-10-2019,1040161,1040862
10-10-2019,1192412,1184738
11-10-2019,1006625,1003646
12-10-2019,800354,796761
13-10-2019,797534,795870
14-10-2019,946232,943355
15-10-2019,1086658,1081975
16-10-2019,974985,976895
17-10-2019,836360,836437
18-10-2019,868496,869171
19-10-2019,933905,931055
20-10-2019,982749,979312
21-10-2019,1002156,1000279
22-10-2019,870030,868115
23-10-2019,878890,881591
24-10-2019,930754,932768
25-10-2019,887737,893297
26-10-2019,829302,829088
27-10-2019,796651,795206
28-10-2019,859159,857985
29-10-2019,914112,913761
30-10-2019,957467,955427
31-10-2019,1021039,1018076
01-11-2019,996309,994520
02-11-2019,881278,880685
03-11-2019,844873,842780
04-11-2019,857706,855970
05-11-2019,888613,881821
06-11-2019,909715,905411
07-11-2019,904869,904138
08-11-2019,954837,953036
09-11-2019,905223,899138
10-11-2019,818004,813934
11-11-2019,875591,874568
12-11-2019,1186603,1177103
13-11-2019,1213369,1205805
14-11-2019,1071903,1067222
15-11-2019,1014189,1006493
16-11-2019,940792,937456
17-11-2019,868642,866569
18-11-2019,876449,871690
19-11-2019,871637,864050
20-11-2019,868152,864384
21-11-2019,900718,895311
22-11-2019,911310,909910
23-11-2019,900148,894182
24-11-2019,869591,866667
25-11-2019,869864,872242
26-11-2019,900881,905040
27-11-2019,908381,911151
28-11-2019,900095,897523
29-11-2019,878945,866045
30-11-2019,879659,874159
01-12-2019,851836,847978
02-12-2019,934916,933748
03-12-2019,963238,965492
04-12-2019,916023,917324
05-12-2019,902344,902629
06-12-2019,889029,885432
07-12-2019,881539,879195
08-12-2019,860760,860354
09-12-2019,896460,897969
10-12-2019,995668,995927
11-12-2019,1063980,1065218
12-12-2019,1040403,1036288
13-12-2019,957398,959788
14-12-2019,899210,898363
15-12-2019,870770,872366
16-12-2019,968511,969800
17-12-2019,1097875,1095442
18-12-2019,1119854,1119502
19-12-2019,1094838,1093105
20-12-2019,1035096,1033416
21-12-2019,962546,962679
22-12-2019,956547,953459
23-12-2019,985201,982853
24-12-2019,932293,928745
25-12-2019,839055,834241
26-12-2019,827259,824922
27-12-2019,848094,847860
28-12-2019,838135,846000
29-12-2019,849624,847264
30-12-2019,953431,950041
31-12-2019,988974,986315
01-01-2020,921795,919770
02-01-2020,903136,902528
03-01-2020,904526,900804
04-01-2020,923605,920211
05-01-2020,884883,881817
06-01-2020,906470,907159
07-01-2020,924666,923429
08-01-2020,981556,978946
09-01-2020,901109,898077
10-01-2020,895383,894033
11-01-2020,922616,923370
12-01-2020,996323,997963
13-01-2020,949518,949014
14-01-2020,907810,907653
15-01-2020,913039,908787
16-01-2020,926311,925533
17-01-2020,943546,941178
18-01-2020,870155,867285
19-01-2020,912230,913499
20-01-2020,975465,976261
21-01-2020,1001026,1001464
22-01-2020,1023882,1021904
23-01-2020,956368,953308
24-01-2020,961032,957244
25-01-2020,926573,925963
26-01-2020,832543,832126
27-01-2020,889093,887517
28-01-2020,906122,903001
29-01-2020,992488,992302
30-01-2020,1021144,1017738
31-01-2020,989942,985034
01-02-2020,945813,944688
02-02-2020,868066,865515
03-02-2020,850929,848112
04-02-2020,894012,893573
05-02-2020,1056736,1056625
06-02-2020,1171242,1168979
07-02-2020,1068304,1067434
08-02-2020,913987,913543
09-02-2020,844329,839861
10-02-2020,924438,922874
11-02-2020,1035239,1030284
12-02-2020,1044345,1036481
13-02-2020,1041019,1037977
14-02-2020,1094583,1091334
15-02-2020,975059,972777
16-02-2020,840998,838923
17-02-2020,867176,863866
18-02-2020,907434,902938
19-02-2020,958267,956720
20-02-2020,1027418,1026741
21-02-2020,1090308,1091832
22-02-2020,977930,974040
23-02-2020,879938,878707
24-02-2020,881263,880852
25-02-2020,911929,910887
26-02-2020,1004069,1000655
27-02-2020,1083058,1079417
28-02-2020,972819,969706
29-02-2020,876191,873074
01-03-2020,816994,812100
02-03-2020,864415,860537
03-03-2020,894754,894566
04-03-2020,905873,905898
05-03-2020,902077,903407
06-03-2020,881961,882060
07-03-2020,871312,867486
08-03-2020,859902,856405
09-03-2020,862286,859784
10-03-2020,886158,885160
11-03-2020,925235,919274
12-03-2020,960208,950976
13-03-2020,946865,941456
14-03-2020,909322,900369
15-03-2020,885834,882052
16-03-2020,896592,885942
17-03-2020,921626,917907
18-03-2020,946705,940552
19-03-2020,979306,977578
20-03-2020,946342,947614
21-03-2020,881826,877161
22-03-2020,841824,838098
23-03-2020,894921,883567
24-03-2020,955348,940567
25-03-2020,971429,956755
26-03-2020,1017499,1007344
27-03-2020,1023812,1015483
28-03-2020,965706,962891
29-03-2020,817792,815677
30-03-2020,878923,874447
31-03-2020,898683,891626
01-04-2020,858889,852552
02-04-2020,867982,859915
03-04-2020,893676,895602
04-04-2020,890454,889959
05-04-2020,827114,826684
06-04-2020,845331,838723
07-04-2020,935308,921809
08-04-2020,1028545,1017190
09-04-2020,1015523,1003628
10-04-2020,873356,869274
11-04-2020,829174,822232
12-04-2020,905587,900619
13-04-2020,848761,848791
14-04-2020,844572,844231
15-04-2020,843478,839799
16-04-2020,834226,829421
17-04-2020,854550,850614
18-04-2020,840737,839309
19-04-2020,831778,831341
20-04-2020,887560,879855
21-04-2020,937176,930687
22-04-2020,959849,954139
23-04-2020,970487,959383
24-04-2020,959591,952610
25-04-2020,902656,892999
26-04-2020,835191,834463
27-04-2020,915439,914404
28-04-2020,1004153,998902
29-04-2020,974335,972124
30-04-2020,884838,883833
01-05-2020,937028,932951
02-05-2020,968120,966731
03-05-2020,1018976,1012875
04-05-2020,1103309,1095001
05-05-2020,1091205,1088771
06-05-2020,951358,949066
07-05-2020,948981,947181
08-05-2020,1015517,1017297
09-05-2020,829894,827861
10-05-2020,814451,811441
11-05-2020,905738,904771
12-05-2020,952369,950325
13-05-2020,971203,972598
14-05-2020,1068374,1063474
15-05-2020,1086286,1082982
16-05-2020,898916,897748
17-05-2020,890375,885190
18-05-2020,1030898,1024799
19-05-2020,1151034,1144021
20-05-2020,1159278,1151891
21-05-2020,1121366,1120126
22-05-2020,1171113,1165921
23-05-2020,1145880,1141792
24-05-2020,1088546,1082183
25-05-2020,903869,903898
26-05-2020,935655,935100
27-05-2020,989330,987631
28-05-2020,1003526,1002831
29-05-2020,1028430,1030093
30-05-2020,997770,996960
31-05-2020,981950,978419
01-06-2020,1006434,1002451
02-06-2020,1081660,1078060
03-06-2020,1149632,1146005
04-06-2020,1202849,1198177
05-06-2020,1237121,1231370
06-06-2020,1225740,1220515
07-06-2020,1210917,1204191
08-06-2020,1275765,1262365
09-06-2020,1339692,1335396
10-06-2020,1159455,1147056
11-06-2020,1105331,1104727
12-06-2020,1114451,1109564
13-06-2020,1106337,1098166
14-06-2020,1106282,1100055
15-06-2020,1202675,1200405
16-06-2020,1232842,1229985
17-06-2020,1221752,1220689
18-06-2020,1226708,1224096
19-06-2020,1229647,1226674
20-06-2020,1121483,1121626
21-06-2020,1129187,1121866
22-06-2020,1161125,1161862
23-06-2020,1132043,1132003
24-06-2020,1104925,1104982
25-06-2020,1153699,1149877
26-06-2020,1152553,1152304
27-06-2020,1163134,1163440
28-06-2020,1181779,1178628
29-06-2020,1249793,1247158
30-06-2020,1299147,1296173
01-07-2020,1320043,1317440
02-07-2020,1332549,1331217
03-07-2020,1270138,1265200
04-07-2020,1240170,1232456
05-07-2020,1241046,1235677
06-07-2020,1252411,1251988
07-07-2020,1250524,1247241
08-07-2020,1294991,1289426
09-07-2020,1362044.6,1358861
10-07-2020,1362044.6,1360855
11-07-2020,1349552,1345096
12-07-2020,1322455,1317270
13-07-2020,1362044.6,1406493
14-07-2020,1362044.6,1408641
15-07-2020,1362044.6,1389463
16-07-2020,1362044.6,1384316
17-07-2020,1362044.6,1372882
18-07-2020,1273386,1270208
19-07-2020,1256491,1253053
20-07-2020,1308906,1306561
21-07-2020,1269000,1268136
22-07-2020,1292409,1289145
23-07-2020,1333107,1323756
24-07-2020,1351966,1343851
25-07-2020,1236658,1232367
26-07-2020,1135234,1134879
27-07-2020,1206361,1202619
28-07-2020,1215515,1213357
29-07-2020,1180882,1181336
30-07-2020,1277465,1273513
31-07-2020,1291369,1279179
01-08-2020,1162950,1152661
02-08-2020,1160462,1149929
03-08-2020,1231495,1222120
04-08-2020,1258482,1248287
05-08-2020,1285711,1279524
06-08-2020,1317288,1314192
07-08-2020,1361352,1357514
08-08-2020,1318404,1313683
09-08-2020,1308709,1303762
10-08-2020,1362044.6,1367590
11-08-2020,1362044.6,1407464
12-08-2020,1362044.6,1422159
13-08-2020,1362044.6,1429587
14-08-2020,1362044.6,1424638
15-08-2020,1362044.6,1392179
16-08-2020,1362044.6,1379314
17-08-2020,1296304,1287535
18-08-2020,1298034,1288728
19-08-2020,1270052,1257989
20-08-2020,1254241,1250480
21-08-2020,1265425,1264625
22-08-2020,1213249,1213131
23-08-2020,1179813,1178446
24-08-2020,1272910,1268358
25-08-2020,1285365,1275820
26-08-2020,1306169,1295863
27-08-2020,1268116,1259765
28-08-2020,1362044.6,1373404
29-08-2020,1362044.6,1375816
30-08-2020,1329006,1317249
31-08-2020,1362044.6,1410061
01-09-2020,1362044.6,1398608
02-09-2020,1265241,1265225
03-09-2020,1224927,1222968
04-09-2020,1195056,1193259
05-09-2020,1127342,1121240
06-09-2020,1117179,1111169
07-09-2020,1183073,1180125
08-09-2020,1227205,1226216
09-09-2020,1173064,1166537
10-09-2020,1009535,1004541
11-09-2020,985172,984412
12-09-2020,1065685,1058271
13-09-2020,1128094,1120069
14-09-2020,1163668,1157852
15-09-2020,1195519,1187011
16-09-2020,1199446,1190017
17-09-2020,1168529,1165591
18-09-2020,1115665,1113679
19-09-2020,1018666,1017633
20-09-2020,931830,927292
21-09-2020,971708,970009
22-09-2020,963032,963641
23-09-2020,975772,976012
24-09-2020,970439,971000
25-09-2020,1009991,1006584
26-09-2020,1039346,1036910
27-09-2020,1116561,1115093
28-09-2020,1063828,1063734
29-09-2020,914807,915247
30-09-2020,933436,933952
01-10-2020,971671,971519
02-10-2020,956288,956404
03-10-2020,919190,917383
04-10-2020,937176,936181
05-10-2020,987860,983440
06-10-2020,1027007,1025214
07-10-2020,1055547,1052483
08-10-2020,1073484,1070546
09-10-2020,1111690,1105258
10-10-2020,1059714,1050477
11-10-2020,1119316,1108335
12-10-2020,1162192,1154268
13-10-2020,1043858,1034595
14-10-2020,1074433,1065933
15-10-2020,1117480,1114353
16-10-2020,945133,946740
17-10-2020,864661,860618
18-10-2020,994475,993458
19-10-2020,1057240,1052190
20-10-2020,1079799,1076101
21-10-2020,1109981,1113895
22-10-2020,1108094,1108830
23-10-2020,1068573,1069135
24-10-2020,841786,846451
25-10-2020,841828,848015
26-10-2020,975480,979646
27-10-2020,1010909,997698
28-10-2020,1005576,1002494
29-10-2020,966635,971103
30-10-2020,918019,912085
31-10-2020,859152,854633
01-11-2020,812771,809686
02-11-2020,866757,862166
03-11-2020,885601,879799
04-11-2020,883968,880453
05-11-2020,894767,889648
06-11-2020,896479,882869
07-11-2020,878507,872250
08-11-2020,882240,874368
09-11-2020,967407,961103
10-11-2020,990002,981514
11-11-2020,951833,941873
12-11-2020,938736,932804
13-11-2020,948017,941488
14-11-2020,955270,946890
15-11-2020,901029,899448
16-11-2020,883458,882654
17-11-2020,893008,892362
18-11-2020,900833,898575
19-11-2020,903661,903268
20-11-2020,923822,923054
21-11-2020,893672,889168
22-11-2020,868828,864883
23-11-2020,897030,894217
24-11-2020,924672,924336
25-11-2020,927392,924967
26-11-2020,898448,894897
27-11-2020,863650,857542
28-11-2020,864374,865826
29-11-2020,873427,872801
30-11-2020,996893,996976
01-12-2020,1093510,1097209
02-12-2020,982918,983144
03-12-2020,1035628,1036608
04-12-2020,1051525,1051885
05-12-2020,1014021,1009089
06-12-2020,926006,925749
07-12-2020,972300,970538
08-12-2020,968247,967354
09-12-2020,946583,944835
10-12-2020,924333,925003
11-12-2020,891886,892084
12-12-2020,891252,890520
13-12-2020,938793,939621
14-12-2020,1079239,1076480
15-12-2020,1103942,1104094
16-12-2020,1091633,1094823
17-12-2020,1128919,1126687
18-12-2020,1047234,1047393
19-12-2020,890527,891668
20-12-2020,920679,917120
21-12-2020,958531,956436
22-12-2020,936177,933394
23-12-2020,906017,900159
24-12-2020,1021691,1020652
25-12-2020,984558,983796
26-12-2020,916996,915352
27-12-2020,862056,859357
28-12-2020,885179,884947
29-12-2020,892495,897501
30-12-2020,909003,908996
31-12-2020,1057391,1058299
01-01-2021,1084200,1078981
02-01-2021,1017227,1013211
03-01-2021,972932,971786
04-01-2021,945515,943330
05-01-2021,942819,940503
06-01-2021,916982,915321
07-01-2021,985912,986650
08-01-2021,1035018,1034117
09-01-2021,1074074,1069165
10-01-2021,1087669,1087998
11-01-2021,1217181,1211118
12-01-2021,1201789,1197214
13-01-2021,1123620,1123040
14-01-2021,1026127,1024525
15-01-2021,1031970,1031345
16-01-2021,1041548,1036391
17-01-2021,956902,950317
18-01-2021,977658,975568
19-01-2021,916829,918220
20-01-2021,971787,969375
21-01-2021,964578,965856
22-01-2021,923770,922271
23-01-2021,903297,903339
24-01-2021,877656,876683
25-01-2021,909655,914282
26-01-2021,932965,934376
27-01-2021,950683,950869
28-01-2021,1045684,1047064
29-01-2021,1021745,1022588
30-01-2021,889010,892936
31-01-2021,873748,870568
01-02-2021,967558,965800
02-02-2021,979516,981240
03-02-2021,939568,936577
04-02-2021,893347,893345
05-02-2021,941494,943675
06-02-2021,940272,941162
07-02-2021,933435,935789
08-02-2021,927312,939126
09-02-2021,997437,1004654
10-02-2021,1122863,1114163
11-02-2021,1287343,1269916
12-02-2021,1362044.6,1392761
13-02-2021,1362044.6,1397185
14-02-2021,1362044.6,1405029
15-02-2021,1344706,1320849
16-02-2021,1080005,1065242
17-02-2021,1061943,1046034
18-02-2021,1210529,1193983
19-02-2021,1226035,1207782
20-02-2021,1077261,1063773
21-02-2021,855033,856209
22-02-2021,824403,828676
23-02-2021,834301,838740
24-02-2021,812106,814964
25-02-2021,859982,860818
26-02-2021,911710,911372
27-02-2021,856064,856434
28-02-2021,829033,832864
01-03-2021,896328,898778
02-03-2021,916667,918588
03-03-2021,908417,909538
04-03-2021,869231,868362
05-03-2021,847279,847927
06-03-2021,824071,824673
07-03-2021,825289,821953
08-03-2021,867282,864902
09-03-2021,856571,853665
10-03-2021,870585,868228
11-03-2021,894666,892980
12-03-2021,918521,919150
13-03-2021,890134,891007
14-03-2021,841431,838095
15-03-2021,852970,849039
16-03-2021,898635,895866
17-03-2021,914980,914628
18-03-2021,884712,883821
19-03-2021,879394,876540
20-03-2021,846746,841307
21-03-2021,831456,826889
22-03-2021,873396,871969
23-03-2021,898549,894565
24-03-2021,892470,888910
25-03-2021,887555,889187
26-03-2021,895602,894976
27-03-2021,910899,906704
28-03-2021,866307,865603
29-03-2021,868455,863513
30-03-2021,904033,900850
31-03-2021,932789,932276
01-04-2021,872107,871795
02-04-2021,855778,852989
03-04-2021,824987,827945
04-04-2021,805231,802426
05-04-2021,881385,880516
06-04-2021,960063,961962
07-04-2021,996762,993615
08-04-2021,964198,957125
09-04-2021,1041838,1039286
10-04-2021,957113,956232
11-04-2021,891888,888340
12-04-2021,991947,985899
13-04-2021,1022717,1018574
14-04-2021,1001067,993893
15-04-2021,944974,940410
16-04-2021,920748,917396
17-04-2021,872127,870918
18-04-2021,826831,825550
19-04-2021,864334,860402
20-04-2021,894977,894315
21-04-2021,914085,913603
22-04-2021,890624,888341
23-04-2021,914574,914124
24-04-2021,928035,921918
25-04-2021,913747,907507
26-04-2021,1002859,1001149
27-04-2021,1030609,1029075
28-04-2021,1067422,1066152
29-04-2021,1049182,1045267
30-04-2021,958963,956262
01-05-2021,887238,882713
02-05-2021,935662,929715
03-05-2021,1128327,1123450
04-05-2021,1091668,1087918
05-05-2021,969264,965132
06-05-2021,988252,985855
07-05-2021,1032975,1030258
08-05-2021,1046497,1047944
09-05-2021,1103936,1096145
10-05-2021,1092282,1088887
11-05-2021,1046625,1046573
12-05-2021,932281,934143
13-05-2021,915146,912757
14-05-2021,966487,962623
15-05-2021,973810,974662
16-05-2021,945953,945023
17-05-2021,1029899,1030853
18-05-2021,1001241,1004915
19-05-2021,956588,957403
20-05-2021,972828,970437
21-05-2021,1064095,1060554
22-05-2021,1034856,1033127
23-05-2021,968386,968696
24-05-2021,1014305,1013708
25-05-2021,1068354,1065352
26-05-2021,1155755,1155046
27-05-2021,1214984,1209758
28-05-2021,1160034,1159811
29-05-2021,1019164,1018186
30-05-2021,1023439,1018681
31-05-2021,1017471,1016569
01-06-2021,1027265,1026619
02-06-2021,1060002,1055676
03-06-2021,1049511,1048791
04-06-2021,1012572,1008938
05-06-2021,1042175,1036609
06-06-2021,1069902,1066269
07-06-2021,1192810,1189008
08-06-2021,1234708,1236931
09-06-2021,1298641,1298514
10-06-2021,1310689,1310307
11-06-2021,1328644,1328533
12-06-2021,1279369,1275581
13-06-2021,1291067,1280520
14-06-2021,1362044.6,1366607
15-06-2021,1336372,1320847
16-06-2021,1301540,1289183
17-06-2021,1343101,1330339
18-06-2021,1330767,1320363
19-06-2021,1274717,1263898
20-06-2021,1288692,1283866
21-06-2021,1352905,1349771
22-06-2021,1232614,1227112
23-06-2021,1300341,1293228
24-06-2021,1362044.6,1387818
25-06-2021,1362044.6,1396329
26-06-2021,1337003,1336607
27-06-2021,1250123,1248851
28-06-2021,1181161,1181156
29-06-2021,1154654,1155989
30-06-2021,1211374,1212429
01-07-2021,1289799,1284299
02-07-2021,1288855,1280212
03-07-2021,1190186,1183673
04-07-2021,1129908,1129442
05-07-2021,1162746,1162444
06-07-2021,1191514,1191148
07-07-2021,1205967,1203372
08-07-2021,1237754,1230573
09-07-2021,1184342,1177774
10-07-2021,1190246,1183890
11-07-2021,1221856,1214120
12-07-2021,1255234,1243374
13-07-2021,1223013,1221404
14-07-2021,1230302,1226979
15-07-2021,1264330,1263813
16-07-2021,1305789,1305175
17-07-2021,1297074,1297233
18-07-2021,1280591,1277693
19-07-2021,1305857,1306281
20-07-2021,1238624,1237949
21-07-2021,1245206,1244169
22-07-2021,1249969,1249201
23-07-2021,1318603,1317360
24-07-2021,1343687,1343218
25-07-2021,1326481,1324548
26-07-2021,1362044.6,1382709
27-07-2021,1362044.6,1409764
28-07-2021,1362044.6,1382787
29-07-2021,1362044.6,1383881
30-07-2021,1362044.6,1390697
31-07-2021,1362044.6,1369900
01-08-2021,1351642,1349385
02-08-2021,1267577,1266033
03-08-2021,1258508,1256908
04-08-2021,1276902,1274360
05-08-2021,1264455,1263468
06-08-2021,1267743,1265534
07-08-2021,1295165,1291866
08-08-2021,1336183,1336160
09-08-2021,1362044.6,1418101
10-08-2021,1362044.6,1431046
11-08-2021,1362044.6,1404933
12-08-2021,1362044.6,1409533
13-08-2021,1362044.6,1374290
14-08-2021,1294598,1281584
15-08-2021,1213238,1199653
16-08-2021,1257108,1244987
