UTC Time at End of Hour,Demand (MW),Net Generation (MW)
17-08-2021,1285463,1283156
18-08-2021,1250430,1251157
19-08-2021,1326464,1325479
20-08-2021,1362044.6,1386444
21-08-2021,1358052,1356439
22-08-2021,1347876,1345397
23-08-2021,1362044.6,1382403
24-08-2021,1362044.6,1400887
25-08-2021,1362044.6,1415278
26-08-2021,1362044.6,1396922
27-08-2021,1350864,1336296
28-08-2021,1282370,1271417
29-08-2021,1254371,1240987
30-08-2021,1342287,1326606
31-08-2021,1362044.6,1379344
01-09-2021,1362044.6,1419131
02-09-2021,1362044.6,1407034
03-09-2021,1362044.6,1383355
04-09-2021,1343178,1330695
05-09-2021,1322648,1306410
06-09-2021,1309094,1291433
07-09-2021,1288586,1272391
08-09-2021,1274506,1270472
09-09-2021,1250680,1241291
10-09-2021,1236097,1225773
11-09-2021,1163466,1155867
12-09-2021,1155647,1143876
13-09-2021,1190639,1177864
14-09-2021,1118731,1113619
15-09-2021,1135635,1128638
16-09-2021,1173868,1165981
17-09-2021,1242636,1234375
18-09-2021,1246466,1238329
19-09-2021,1228742,1220152
20-09-2021,1344106,1336250
21-09-2021,1355373,1353599
22-09-2021,1117879,1118770
23-09-2021,1021608,1019407
24-09-2021,1038397,1033776
25-09-2021,1037621,1035622
26-09-2021,1052684,1049637
27-09-2021,1144495,1141525
28-09-2021,1215075,1212288
29-09-2021,1172883,1167039
30-09-2021,1204235,1197474
01-10-2021,1110913,1111190
02-10-2021,1074622,1068229
03-10-2021,1091995,1080772
04-10-2021,1117956,1108730
05-10-2021,1079138,1071250
06-10-2021,1070522,1063715
07-10-2021,1107171,1100183
08-10-2021,1159421,1160568
09-10-2021,1132087,1132335
10-10-2021,1147447,1151532
11-10-2021,1132334,1136527
12-10-2021,1141604,1143272
13-10-2021,1219021,1219570
14-10-2021,1108258,1105887
15-10-2021,1127023,1123304
16-10-2021,914961,916036
17-10-2021,839131,835841
18-10-2021,906280,898489
19-10-2021,968988,966123
20-10-2021,1044681,1034777
21-10-2021,1073900,1057786
22-10-2021,1068696,1063206
23-10-2021,1077617,1071789
24-10-2021,1068907,1059708
25-10-2021,1138880,1127526
26-10-2021,1165353,1159350
27-10-2021,1088008,1094179
28-10-2021,922556,923450
29-10-2021,899500,898684
30-10-2021,866046,865050
31-10-2021,874058,874286
01-11-2021,924935,918408
02-11-2021,948172,942544
03-11-2021,956579,951853
04-11-2021,936360,939022
05-11-2021,931190,930904
06-11-2021,891598,891202
07-11-2021,864670,861252
08-11-2021,909803,904917
09-11-2021,923315,924050
10-11-2021,947998,946509
11-11-2021,946917,942491
12-11-2021,937274,936765
13-11-2021,911127,910227
14-11-2021,880702,884261
15-11-2021,933555,930448
16-11-2021,976541,974884
17-11-2021,1003518,1002098
18-11-2021,962028,967470
19-11-2021,957393,955015
20-11-2021,920323,921753
21-11-2021,898549,897225
22-11-2021,926440,926091
23-11-2021,950730,951278
24-11-2021,940088,942581
25-11-2021,929332,929170
26-11-2021,908389,905590
27-11-2021,940743,932578
28-11-2021,899743,895506
29-11-2021,958107,952348
30-11-2021,948997,950619
01-12-2021,934535,931732
02-12-2021,943275,939606
03-12-2021,962114,958655
04-12-2021,944838,941763
05-12-2021,933178,928714
06-12-2021,987654,994451
07-12-2021,989831,992219
08-12-2021,968860,966469
09-12-2021,984436,986076
10-12-2021,1040335,1041701
11-12-2021,965817,969145
12-12-2021,997691,998596
13-12-2021,995688,999238
14-12-2021,973514,975174
15-12-2021,1017085,1019683
16-12-2021,1032059,1031574
17-12-2021,1013090,1014167
18-12-2021,972396,969795
19-12-2021,993462,993921
20-12-2021,1021449,1016493
21-12-2021,1034360,1035107
22-12-2021,981916,986996
23-12-2021,937302,935582
24-12-2021,928396,929901
25-12-2021,909025,905853
26-12-2021,891706,887198
27-12-2021,949889,947833
28-12-2021,977187,973656
29-12-2021,974950,976926
30-12-2021,963929,960122
31-12-2021,965775,956586
01-01-2022,962917,959181
02-01-2022,1116780,1120686
03-01-2022,1197907,1201559
04-01-2022,1116957,1120101
05-01-2022,1000269,1003419
06-01-2022,1038383,1034577
07-01-2022,1211128,1205517
08-01-2022,1056837,1050814
09-01-2022,941608,934570
10-01-2022,1061003,1061059
11-01-2022,1115008,1107698
12-01-2022,1056239,1054344
13-01-2022,1017500,1013166
14-01-2022,979343,976676
15-01-2022,1024701,1032349
16-01-2022,1164042,1162926
17-01-2022,1083189,1081254
18-01-2022,1011761,1016954
19-01-2022,946214,947786
20-01-2022,1217361,1219387
21-01-2022,1359674,1354735
22-01-2022,1235228,1240838
23-01-2022,1092502,1090579
24-01-2022,1034749,1033360
25-01-2022,1057049,1053835
26-01-2022,1105262,1102355
27-01-2022,1085759,1081282
28-01-2022,1083807,1082335
29-01-2022,1094136,1089553
30-01-2022,989751,993272
31-01-2022,955574,953277
01-02-2022,950572,943424
02-02-2022,984730,982861
03-02-2022,1337532,1327205
04-02-2022,1362044.6,1521714
05-02-2022,1362044.6,1345193
06-02-2022,1195528,1189340
07-02-2022,1087880,1088319
08-02-2022,1102918,1096975
09-02-2022,1040402,1037316
10-02-2022,1000116,998602
11-02-2022,975924,970897
12-02-2022,968445,970935
13-02-2022,1127970,1119988
14-02-2022,1038538,1034517
15-02-2022,988256,992737
16-02-2022,934556,946842
17-02-2022,970269,979872
18-02-2022,1166623,1167243
19-02-2022,1056823,1056378
20-02-2022,956848,957634
21-02-2022,936504,944687
22-02-2022,981180,988399
23-02-2022,1191424,1197367
24-02-2022,1362044.6,1383329
25-02-2022,1362044.6,1387251
26-02-2022,1293936,1284157
27-02-2022,1177745,1171692
28-02-2022,1117514,1110886
01-03-2022,1019545,1016173
02-03-2022,959121,955913
03-03-2022,932815,925766
04-03-2022,941617,940870
05-03-2022,916455,287567
06-03-2022,259819,0
